DRUG_COSMICID,norm_cells_0,norm_cells_1,norm_cells_2,norm_cells_3,norm_cells_4,norm_cells_5,norm_cells_6,norm_cells_7,norm_cells_8,norm_cells_9,param_1,param_2,param_3,param_4
346_687997,1,0.969512706,0.916396356,0.555426531,0.47438843,0.41454153,0.408907375,0.375239062,0.367572946,0.318506685,0.273560117,1.626132569,-20.44835688,0.384772033
180_908156,1,0.955576695,0.877491984,0.731748062,0.253719201,0.018177144,0.005245217,0.03800594,0.002796242,-0.003892356,0.387366488,1.043137538,-19.06909033,0.003825287
328_909704,1,0.965426449,0.796799843,0.506532352,0.272963383,0.247728285,0.196594849,0.204589361,0.201162615,0.206439067,0.279760409,1.234981158,-14.37034973,0.204461746
194_753570,1,0.965290182,0.937924188,0.907552803,0.87781636,0.868002981,0.487672816,0.359569771,0.250451488,0.290078914,0.615142672,1.516418943,-21.12363118,0.284755759
1015_971777,1,0.993719958,0.889531778,0.804396037,0.536359542,0.490529146,0.385233524,0.339593608,0.314888784,0.282135068,0.36016831,1.345063702,-8.183707545,0.299658424
1026_1480367,1,0.990412816,0.912717955,0.674361461,0.553587402,0.499184282,0.338816738,0.333866779,0.298043807,0.305674608,0.327507426,1.287458579,-7.560178358,0.296212881
200_687588,1,0.995077255,0.957112545,0.951638623,0.654487101,0.790247169,0.587639802,0.46481655,0.134787496,0.09022263,0.705934249,1.013891664,-6.724187908,2.73E-19
170_1330982,1,0.980177013,0.924027644,0.369464527,0.005314854,0.00280627,0.004124494,0.004005763,0.002407453,0.002914346,0.314993867,1.011231828,-29.51015035,0.00018121
83_713878,1,0.992910536,0.90073401,0.72870934,0.630434701,0.537472398,0.442498026,0.385280289,0.364502413,0.374416312,0.325717426,1.392472239,-6.797596106,0.353815619
274_1240138,1,0.969606241,0.98894598,0.871560561,0.730380824,0.56240528,0.315126734,0.138331952,0.04321223,0.036729083,0.57318726,0.996096174,-8.536672633,2.38E-14
219_907281,1,0.955287035,0.894146928,0.787804331,0.436078615,0.108216457,0.021375871,0.004836283,0.00613508,0.00620987,0.426292388,1.031674223,-15.10166574,9.36E-24
1031_687505,1,0.994655556,0.840532657,0.800044143,0.558086154,0.259868307,0.119568115,0.077759897,0.024637385,0.013185586,0.455919062,1.0169167,-9.874857699,0.014357467
1031_910567,1,0.963151218,0.900085918,0.910417059,0.732000612,0.389097403,0.224700564,0.158483121,0.180838916,0.140763176,0.486543054,1.242561522,-15.41333702,0.157101033
208_905939,1,0.970746676,0.980260826,0.979695753,0.965162921,0.966859534,0.768958526,0.30289356,0.284816816,0.31350716,0.675319233,1.472644118,-49.29863993,0.29829883
182_1290797,1,0.968728673,0.964176759,0.91159274,0.816192996,0.714957943,0.647250558,0.202318091,0.010173107,0.007831946,0.686055154,1.063017805,-12.35107574,3.37E-34
9_908141,1,0.976367453,0.913327328,0.889901978,0.879754055,0.852672303,0.457777109,0.105680572,0.040943502,0.027660449,0.656879783,1.100387491,-20.0823834,0.027848949
272_906790,1,0.989775488,0.994343626,0.965897528,0.913444134,0.625796325,0.172605265,0.039485184,0.011473654,0.004830972,0.581946983,1.018073426,-18.51053844,0.007308442
274_1330941,1,0.955042315,0.925523791,0.788681934,0.637549062,0.312866686,0.125213795,0.101327408,0.08334308,0.080331153,0.465075557,1.102760174,-11.68193553,0.069186946
346_1240219,1,0.98547712,0.934978803,0.84477382,0.636257514,0.44176113,0.195490136,0.177965234,0.199093788,0.171474371,0.45677189,1.200823741,-11.10886459,0.162318401
165_1240149,1,0.963000824,0.892905261,0.736313726,0.607226944,0.262151504,0.183884729,0.174848558,0.078490112,0.059209725,0.438595017,1.075851784,-9.216746515,0.075257656
272_1480372,1,0.997914789,0.922900637,0.795079917,0.751772981,0.48443514,0.33818807,0.232949118,0.198214409,0.224606056,0.478383225,1.224124623,-8.772233864,0.185110489
272_1298168,1,0.99179064,0.989403649,0.970159303,0.974734368,0.852163935,0.485826686,0.18154813,0.077879295,0.045351959,0.655876629,1.062330383,-16.22251983,0.051085312
276_1240206,1,0.961386533,0.951084452,0.548740854,0.18372434,0.046585656,0.025275373,0.024647167,0.022682199,0.021725282,0.344813699,1.025666307,-18.50916296,0.02601805
180_1330985,1,0.989049884,0.968204902,0.939169003,0.768627605,0.396645753,0.163708928,0.150605786,0.111652425,0.10524764,0.501692894,1.145169672,-16.472795,0.114885115
328_907794,1,0.959675385,0.782215626,0.458910216,0.249001353,0.098364252,0.209461295,0.066451699,0.081364229,0.084580273,0.295033768,1.076359679,-12.56349058,0.100270024
133_749713,1,0.986888068,0.982369365,0.916509846,0.869932227,0.536640622,0.125305343,0.045851008,0.03602369,0.016366186,0.558842974,1.048470814,-18.26136445,0.021961147
134_1240196,1,0.99476206,0.99627387,0.902014703,0.617976314,0.353425221,0.172334203,0.13707327,0.040580889,0.025346736,0.482797225,1.028467234,-11.1424919,0.050618192
165_910849,1,0.958935138,0.773052792,0.555921688,0.528836931,0.612044791,0.589487626,0.499345538,0.026940745,0.025030441,0.537495747,0.893087719,-3.5002876,6.82E-24
182_684052,1,0.998013481,0.9528311,0.961803887,0.649976151,0.342964498,0.235796836,0.009538385,-0.006541447,-0.006580785,0.510304033,0.984284819,-11.06806893,3.24E-18
87_906838,1,0.999070016,0.938553988,0.936828093,0.922189065,0.756618312,0.44449639,0.340492924,0.339408754,0.369302941,0.562908619,1.606421337,-20.32840952,0.345083692
292_905965,1,0.988508796,0.99865069,0.879695871,0.977455345,0.641695739,0.203784413,0.005400573,0.016469474,0.017498009,0.590089753,1.030788306,-19.79806354,0.007794901
283_687448,1,0.988146423,0.932698188,0.892435173,0.855701712,0.705234929,0.584752431,0.457871344,0.387458065,0.358789741,0.549259813,1.46166935,-7.131723464,0.31362828
308_1331036,1,0.993011308,0.932319136,0.812656096,0.67100295,0.1628342,0.052543566,0.017782583,0.001659967,0.002145463,0.47588665,1.039311603,-17.09259743,0.002414592
268_1240131,1,0.967873992,0.959657162,0.924290308,0.892560436,0.643366173,0.445398163,0.19969534,0.064048043,0.032526994,0.636198288,1.015066779,-9.752485285,1.33E-21
200_924238,1,0.956088105,0.837929124,0.768575206,0.727583691,0.426833569,0.07047778,0.039456401,0.038329093,0.013434386,0.52415989,1.083875231,-12.68847664,0.001273143
172_907322,1,0.980432915,0.97137309,0.959962625,0.933612394,0.806764812,0.556710964,0.23937801,0.21488689,0.18057692,0.636856463,1.243972756,-14.95613082,0.17296175
180_910935,1,0.98173081,0.368904256,0.106894738,0.007094019,0.071750908,0.005584605,0.002769948,0.010729739,0.003784975,0.202208439,1.006121679,-30.12317152,0.02608368
53_907273,1,0.961259357,0.940394212,0.842701167,0.826590059,0.628247056,0.500999688,0.229041371,0.008628966,-0.000801294,0.64053961,1.045760369,-9.229342173,3.63E-24
272_908465,1,0.972328083,0.967018778,0.791413875,0.723982324,0.500470345,0.316427048,0.185212229,0.098556579,0.09156437,0.534583909,1.030185829,-7.427824406,0.046692752
276_1524416,1,0.964811474,0.94227972,0.966318945,0.894812908,0.65120647,0.440711886,0.067473725,0.014394054,0.010436941,0.626743773,1.027657593,-12.73174443,2.19E-21
300_909720,1,0.975821001,0.724433655,0.625142432,0.484876829,0.342457983,0.425244735,0.373669942,0.024364877,0.025530004,0.41792045,0.8,-3.76235476,9.91E-18
83_1327769,1,0.984296662,0.86668091,0.759738574,0.536904153,0.378833004,0.292160001,0.270455111,0.279751259,0.264456415,0.36231339,1.331326627,-10.1164158,0.26110159
245_1331039,1,0.976309113,0.984222,0.932948862,0.864554169,0.740467756,0.374531289,0.035267837,0.025551264,-0.001487873,0.627448731,1.033929845,-15.39995174,3.21E-24
135_906824,1,0.963934675,0.536423306,0.314424682,0.138833866,0.12857732,0.150014966,0.154676159,0.205096771,0.2163259,0.20599671,1.147119523,-18.23097585,0.169462484
173_910698,1,0.990005396,0.947671243,0.928874801,0.718377134,0.363964853,0.337900095,0.320714217,0.268760666,0.227734028,0.449241867,1.429945352,-19.87047998,0.281304688
274_907057,1,0.977895116,0.801210578,0.635268093,0.441197731,0.135719361,0.084720033,0.013643675,0.012021059,0.018642061,0.391500233,0.970975419,-9.015749513,1.61E-23
222_1331037,1,0.998356209,0.932317756,0.828377059,0.571232118,0.455232042,0.193364547,0.067818634,0.021855721,0.005582119,0.501237342,0.975741243,-8.311796091,9.52E-20
159_906800,1,0.987101202,0.967911984,0.942266516,0.882352576,0.605323431,0.293161577,0.082076665,0.03023832,0.034777761,0.589383098,1.033452599,-13.28791353,0.018822698
302_1330972,1,0.996851806,0.803310546,0.642018607,0.5457642,0.358931887,0.269982317,0.258561951,0.247197288,0.283362643,0.3129372,1.207031324,-7.864451517,0.244209783
344_909699,1,0.973897819,0.96985455,0.984907923,0.964923066,0.579679137,0.024773968,0.010293306,0.006889621,0.007692102,0.564202066,1.02715892,-37.77460458,0.007280621
219_906790,1,0.985695055,0.992737753,0.980036533,0.963697521,0.641535587,0.201533561,0.297116959,0.337412131,0.346894754,0.551909798,1.45201525,-100,0.295737889
200_1299061,1,0.966675661,0.826934211,0.744713972,0.532227532,0.274008487,0.204557124,0.047451777,0.03891032,0.036928651,0.445906333,0.984257676,-7.727874445,0.009199589
176_909702,1,0.951148554,0.955036764,0.928038801,0.936317174,0.886200248,0.695702513,0.152521249,0.020484817,0.006261306,0.705496875,1.057146906,-23.02410072,0.00305544
135_1303897,1,0.966334656,0.858774003,0.473361287,0.287905375,0.296362955,0.316265757,0.321570487,0.326655864,0.283493328,0.26845848,1.459636547,-23.74124495,0.303526742
1004_909696,1,0.957766664,0.970489583,0.972626796,0.822168031,0.260553921,0.039360054,0.041767803,0.04378368,0.035444264,0.506723309,1.062074402,-25.3687814,0.036097811
300_908443,1,0.965394907,0.939861799,0.941865409,0.699233999,0.473856742,0.401161267,0.326921278,0.028422893,0.029228594,0.582374771,0.971069561,-6.638717106,2.35E-19
11_908151,1,0.951278333,0.925009515,0.736452168,0.455100862,0.222759965,0.15992939,0.146922946,0.146670298,0.14377305,0.388513295,1.179639292,-13.42558693,0.140496618
308_906793,1,0.987088013,0.992126048,0.986602223,0.879335776,0.558519824,0.425561167,0.223424024,0.006358822,0.00514361,0.61459814,0.984011451,-9.417478885,2.72E-20
35_909717,1,0.98990146,0.961707524,0.99019726,0.991268009,0.902716119,0.800427844,0.447577055,0.350745198,0.306888507,0.690545417,1.488658135,-18.41942085,0.310047594
173_907066,1,0.967459233,0.908241821,0.907288237,0.796850409,0.714851546,0.393598295,0.261499595,0.221859528,0.185300271,0.575958593,1.276931569,-10.96753699,0.175238038
180_753594,1,0.981378012,0.956933037,0.890817685,0.726830277,0.227101427,0.048239585,0.048318016,0.028006354,0.026965183,0.489320994,1.062756281,-20.16616901,0.029438583
201_910916,1,0.978369371,0.963158751,0.826214387,0.180741784,0.053155925,0.037410708,0.041665128,0.033018065,0.012870041,0.385766805,1.053105947,-29.54910721,0.033934602
45_1331034,1,0.96045644,0.954533365,0.980309058,0.967116507,0.951917928,0.979262611,0.499740526,0.014576318,0.010252093,0.777695568,1.043722654,-99.99999998,0.012406683
268_908472,1,0.971336488,0.952596483,0.858017718,0.761659852,0.359948427,0.237899526,0.156954768,0.097028474,0.047737873,0.502585934,1.108579541,-11.8133008,0.084131341
200_1303901,1,0.997605202,0.868953836,0.854066694,0.366266021,0.045738591,0.035226285,0.035797951,0.03152104,0.042814095,0.415538773,1.074057887,-23.00620956,0.030647311
35_910687,1,0.977267373,0.919596397,0.952743675,0.82965781,0.797448425,0.551544215,0.394484909,0.237306005,0.224885217,0.640514656,1.244062389,-8.999075623,0.16951845
170_906861,1,0.986734295,0.91021199,0.982751273,0.987424685,0.787588015,0.080454332,0.321448898,0.018633,0.014060973,0.567058974,1.156352992,-100,0.108638369
170_1297446,1,0.959223208,0.914094482,0.909407115,0.666727677,0.251239596,0.009389181,0.004804356,0.005353562,0.002946441,0.489869774,1.039568949,-17.51627775,3.77E-17
200_906804,1,0.983225491,0.956754729,0.922019393,0.7867444,0.468915164,0.232041419,0.07345973,0.028216058,0.015966247,0.549499146,1.019163853,-11.57891932,0.011120342
135_905983,1,0.952106782,0.857241372,0.601268795,0.358390128,0.153106242,0.146570948,0.115762818,0.129893252,0.100800571,0.343492935,1.116102638,-11.91425559,0.11182576
165_909773,1,0.969423752,0.929309011,0.89826399,0.618867429,0.351838538,0.071599153,0.031767751,0.030387013,0.02020695,0.49195418,1.028400536,-12.74593858,0.011084745
1149_687794,1,0.958216105,0.844042921,0.873737599,0.797853302,0.42638553,0.329489697,0.265047316,0.257667876,0.25524969,0.484145855,1.504378632,-19.11869631,0.265123063
173_1247871,1,0.972975034,0.984880041,0.971636512,0.899944187,0.665244599,0.294422748,0.051972395,0.020809552,0.015750903,0.603784533,1.017173191,-14.90802268,0.003425182
200_684057,1,0.961017972,0.935666027,0.623007197,0.268385296,0.102751506,0.065462547,0.068587283,0.070351038,0.081466266,0.356270967,1.079178708,-16.49904712,0.070309254
182_753624,1,0.985679683,0.838669583,0.529329156,0.431900396,0.429625726,0.464048478,0.006451878,-0.006346814,-0.009729431,0.405364322,0.833102308,-4.808581666,4.65E-20
331_753586,1,0.997432986,0.946287747,0.895036249,0.788175239,0.665760348,0.5746133,0.352404334,0.068286198,0.022020608,0.671303258,1.02212986,-7.836170613,9.78E-20
200_908118,1,0.976308533,0.952747759,0.922823857,0.759705606,0.138862171,0.017474992,0.022073248,0.018769044,0.015098334,0.487001432,1.051857456,-28.18513027,0.016211672
273_909194,1,0.952636266,0.831630902,0.71023811,0.39569794,0.11488463,0.03174625,0.012809667,0.006497472,0.008428431,0.404537494,1.021002395,-11.94440417,4.73E-27
328_687804,1,0.974109954,0.953935141,0.681429422,0.309129089,0.202925752,0.134981119,0.134793657,0.117995218,0.115440792,0.359001493,1.147591624,-16.73890788,0.130859704
299_907280,1,0.961063163,0.604942168,0.317097413,0.237444936,0.197667636,0.17433167,0.12819994,0.13490823,0.089228237,0.223643594,1.090813388,-13.73739772,0.147835368
203_908444,1,0.957691985,0.968142952,0.953070218,0.888323881,0.790983182,0.648328491,0.409882092,0.124986111,0.130016238,0.718007171,1.059667178,-9.501773515,0.028498948
273_906696,1,0.980763512,0.978577735,0.830579146,0.756499541,0.667649386,0.312030189,0.089925501,0.020585056,0.014883823,0.595970162,1.033577281,-10.49351853,1.97E-23
134_908159,1,0.954935713,0.972503656,0.791642412,0.537073917,0.304027722,0.231119711,0.16424715,0.121671215,0.118630475,0.422850582,1.144680778,-11.1714449,0.133719834
276_1299075,1,0.987291078,0.859957444,0.785078986,0.533869814,0.310027509,0.047385282,0.024454761,0.02458761,0.018331635,0.45853572,1.007058132,-10.19422406,2.36E-17
136_909720,1,0.979295422,0.893082315,0.662536197,0.473927977,0.233799952,0.196624928,0.078588012,0.041193698,0.021323875,0.409606914,0.967335377,-7.897126449,0.026877522
1015_905989,1,0.964162039,0.896884564,0.869359512,0.896259645,0.85446149,0.70444686,0.471760047,0.374275756,0.370859222,0.652857445,1.725363256,-14.19484213,0.350859991
200_1297447,1,0.964170946,0.957775627,0.922516297,0.618785889,0.162526573,0.052767715,0.034621536,0.048487064,0.052328847,0.46315053,1.072988466,-21.42941784,0.043443705
180_907273,1,0.955862311,0.956873173,0.84459236,0.656919,0.486091518,0.356153405,0.312325707,0.320390746,0.366639049,0.411011165,1.509148832,-11.841961,0.326526791
182_1240201,1,0.963376563,0.67183933,0.407551583,0.275439229,0.227879082,0.159362872,0.015519205,-0.002365944,-0.002268383,0.2872029,0.8,-6.188715366,0.002837963
344_910853,1,0.95163368,0.922052227,0.687361539,0.582084932,0.006509737,0.004950737,0.006649427,0.003549878,0.003617088,0.438767155,1.056764274,-16.4302891,1.12E-33
328_907286,1,0.970284787,0.846528193,0.618834269,0.434272984,0.233019045,0.213789287,0.176419232,0.161916695,0.192179127,0.333999509,1.166827742,-10.31114261,0.17167222
201_910944,1,0.992989573,0.964419602,0.876038039,0.473774777,0.395390279,0.256896872,0.096113025,0.080652472,0.077137368,0.453409143,1.032882297,-9.040833664,0.074255063
200_909744,1,0.979449799,0.885282756,0.864048241,0.783992998,0.394154803,0.068925869,0.06555117,0.053163839,0.035743096,0.522260531,1.10509091,-17.8136926,0.037910861
140_1298167,1,0.961086842,0.979966744,0.99190607,0.424000847,0.20916773,0.034345992,0.031806028,0.020020509,0.027796346,0.432522283,1.04987941,-23.31574229,0.047939128
1007_1290722,1,0.955024578,0.988146557,0.988337849,0.764053475,0.381475735,0.486572526,0.410822462,0.399341779,0.375948818,0.443647208,1.748102164,-99.99999912,0.410829873
1149_946367,1,0.959917152,0.853262677,0.962046041,0.79930245,0.471430914,0.535510458,0.386510971,0.362358022,0.330773832,0.460635443,1.791046272,-20.18478755,0.392190275
180_909738,1,0.991659786,0.629086901,0.331782218,0.283142503,0.226197841,0.129166319,0.156535455,0.284363454,0.272717936,0.216248601,1.230616449,-18.92487427,0.223499991
235_907313,1,0.957889379,0.894110513,0.798425652,0.520999182,0.02776239,0.001083355,0.001712767,0.004218585,0.005380395,0.443210023,1.062254965,-20.61691679,1.38E-31
252_905974,1,0.999363724,0.936714142,0.968975671,0.987193005,0.986384373,0.9274305,0.211500262,0.269936711,0.280175213,0.6889843,1.377487527,-99.99999993,0.253829962
273_1240161,1,0.954355464,0.967057437,0.904992381,0.853375643,0.6115936,0.26807599,0.021128445,0.008016492,0.004093279,0.59061202,1.037958141,-14.27303296,3.45E-18
346_906824,1,0.971461705,0.791182967,0.448076761,0.114851891,0.09665271,0.087483671,0.066876927,0.069895284,0.061894411,0.299696158,1.069875811,-16.46907523,0.068436661
235_908129,1,0.974191158,0.903761986,0.978517865,0.866800075,0.919277113,0.84169593,0.684518134,0.318020177,0.300380526,0.774055418,1.489671985,-19.76054519,0.26541866
276_1299062,1,0.962538223,0.904752721,0.859969982,0.685459451,0.526850772,0.290995589,0.121437669,0.078346065,0.035496053,0.555996852,1.006377697,-7.899502168,0.000203655
41_909260,1,0.968523874,0.940081364,0.908092956,0.935327426,0.82439063,0.416174855,0.278281697,0.244135042,0.257162743,0.601987586,1.429011201,-23.61800639,0.253633795
179_905947,1,0.989677365,0.858875898,0.78479744,0.655024174,0.540916933,0.410794872,0.410956871,0.366178854,0.323285323,0.361110554,1.339235147,-6.191421371,0.318386343
230_906870,1,0.973396457,0.694336484,0.637477359,0.377629667,0.31388642,0.274185503,0.249000781,0.250031538,0.269798271,0.258852079,1.200646185,-8.72032661,0.248336399
273_909758,1,0.980181397,0.938065221,0.925756633,0.920808927,0.732608873,0.644455108,0.06957641,0.016009779,0.007168398,0.68583243,1.068865905,-19.66057491,8.40E-44
83_1331039,1,0.982483841,0.88957505,0.833562855,0.707013815,0.536999156,0.4171578,0.371395622,0.375494763,0.366455855,0.403814367,1.541297809,-8.887480925,0.350961799
87_909762,1,0.965712344,0.927698807,0.860192583,0.637670064,0.334187022,0.211503007,0.168518629,0.151117569,0.160060098,0.452156405,1.21316317,-13.43040795,0.154311951
328_1240168,1,0.962485369,0.935582627,0.957325168,0.930545773,0.519933171,0.164007442,0.095012357,0.114964575,0.091249686,0.548043955,1.157301373,-25.4611234,0.103282499
60_910934,1,0.975454031,0.918067121,0.865036127,0.832644717,0.559763099,0.182815661,0.17102865,0.198754514,0.202111173,0.535871715,1.311774357,-20.83743931,0.175888355
45_683665,1,0.964694566,0.980548684,0.971725602,0.980616343,0.974543503,0.975988111,0.7125007,0.004803551,-0.001805075,0.794913539,1.02207205,-56.24205218,4.28E-14
344_1240220,1,0.990750758,0.979595222,0.964156336,0.89702307,0.759061562,0.009381268,0.008067236,0.008856963,0.009085774,0.578261824,1.042110363,-54.77280038,0.006914684
201_1330984,1,0.991366898,0.932407437,0.822865563,0.482525118,0.269245422,0.152094249,0.118600889,0.120598811,0.102190654,0.417436282,1.123425284,-13.11013628,0.113068337
229_949153,1,0.986875693,0.866554967,0.768596126,0.699978436,0.158319272,0.020573215,0.009354905,0.009064276,0.013494304,0.4833675,1.08422374,-20.15213217,0.00254673
178_906856,1,0.966507344,0.963935432,0.837643158,0.602532556,0.348078117,0.120556081,0.04105391,0.027906278,0.018514,0.485588383,1.008710831,-10.76363141,0.009071982
182_924248,1,0.965257916,0.944519372,0.801752236,0.718083475,0.566031892,0.460855631,0.267440881,0.154911628,0.179520849,0.56043361,1.040245139,-5.809601246,0.071488019
273_906844,1,0.967657526,0.957521396,0.813252253,0.605152571,0.274899763,0.081642133,0.034179961,0.039238309,0.077992194,0.46440357,1.055132233,-12.92009713,0.038059675
1031_1240192,1,0.952147354,0.92357222,0.657147364,0.41804943,0.36835277,0.219958223,0.115518562,0.048932409,0.063013426,0.408773583,0.953055128,-6.718583831,0.040402545
301_908452,1,0.995527731,0.925686433,0.921999815,0.870621606,0.801165858,0.632850307,0.394389018,0.266349601,0.219635775,0.668491716,1.230470012,-9.03685395,0.159201406
331_1247873,1,0.962747718,0.95154464,0.930310078,0.762975224,0.709344864,0.536161599,0.368662962,0.349955697,0.358455739,0.521878717,1.482394444,-8.458148927,0.314947114
308_1240173,1,0.964247822,0.965619688,0.91606562,0.830605268,0.817927684,0.70304382,0.598900091,0.010703033,0.006383647,0.7895002,1.112743013,-22.28900679,5.68E-154
344_910935,1,0.996842465,0.949562744,0.79209645,0.567764778,0.053286542,0.006825602,0.008408492,0.00506698,0.005255729,0.448118433,1.029553701,-18.59838465,1.04E-30
274_905982,1,0.95213259,0.903139094,0.874158326,0.755646038,0.578416556,0.383315066,0.266894504,0.192796528,0.1614376,0.543777784,1.177155824,-7.995152299,0.134127742
