DRUG_COSMICID,norm_cells_0,norm_cells_1,norm_cells_2,norm_cells_3,norm_cells_4,norm_cells_5,norm_cells_6,norm_cells_7,norm_cells_8,norm_cells_9,param_1,param_2,param_3,param_4
301_753556,1,0.985840423,0.81231818,0.76511117,0.686764871,0.55985733,0.234881731,0.222634401,0.057094865,0.026386347,0.547037552,1.004279082,-6.633703519,2.51E-22
201_909704,1,0.980728093,0.877737436,0.73817709,0.329883578,0.150504913,0.131352625,0.039926848,0.034033836,0.030330458,0.388077794,1.055252544,-13.46348539,0.049364754
136_907295,1,0.955641793,0.915297789,0.703988313,0.645368328,0.218369169,0.256588093,0.14700905,0.019504266,0.02463224,0.45974695,0.988290927,-7.64880478,0.019717313
299_907789,1,0.958762125,0.518894825,0.362273102,0.549680497,0.385919956,0.08103284,0.060064001,0.047784007,0.013184656,0.308366832,0.8,-4.685660963,3.08E-16
34_906855,1,0.989470166,0.890313425,0.675670789,0.602711085,0.463508039,0.284013284,0.134386963,0.114544636,0.11169664,0.466912274,0.952797162,-5.711002121,0.037977019
151_1298167,1,0.98306691,0.994268914,0.988283194,0.993536383,0.926650952,0.877805712,0.726121978,0.076042241,0.075060612,0.799705875,1.105998013,-40.65901097,0.06296193
157_906852,1,0.979022397,0.956680633,0.930132983,0.869262878,0.465014578,0.135102258,0.128242888,0.141058995,0.106185997,0.530201944,1.175090104,-22.56479269,0.117102521
274_1240205,1,0.989315376,0.872485968,0.80419696,0.695918773,0.512531174,0.314041787,0.098393308,0.055904059,0.032741523,0.549722031,1.007339565,-7.641770704,8.35E-22
180_907064,1,0.979139025,0.099871395,0.04781553,0.085643586,0.023324259,0.021890042,0.028608465,0.053659605,0.050157449,0.174441605,1.046448972,-59.28037936,0.044429681
219_1331049,1,0.979137429,0.665204899,0.326721161,0.026751718,0.041455973,0.060289595,0.039544817,0.050252055,0.048973539,0.263745902,1.011191751,-16.11294209,0.038741031
328_906877,1,0.983033029,0.842861403,0.471291228,0.248207072,0.221981155,0.212141921,0.224439625,0.228441663,0.212429501,0.281475929,1.27349769,-19.42608503,0.21750667
328_949153,1,0.971132589,0.961471442,0.881258309,0.468756496,0.202196342,0.054653978,0.035047114,0.019918668,0.013423361,0.44048933,1.030566372,-15.50453199,0.025873308
1149_687985,1,0.980456063,0.867280207,0.43366376,0.113064081,0.095451797,0.113911358,0.125896576,0.113067656,0.091967951,0.302455895,1.124461973,-22.50656653,0.10291593
159_908142,1,0.971017936,0.939893894,0.826207788,0.779189401,0.775784443,0.657908876,0.31050099,0.058674367,0.013705765,0.714312455,1.094573728,-12.038792,2.56E-33
163_946363,1,0.988195578,0.931189904,0.905419437,0.823824738,0.550718323,0.448218726,0.291604837,0.240775226,0.223191884,0.527277056,1.274326286,-9.237229329,0.210592974
83_971777,1,0.964487587,0.719242005,0.510036747,0.296377401,0.338079802,0.214960128,0.106613031,0.078237189,0.119347497,0.279441656,0.897640458,-6.354350031,0.097592005
1058_1659818,1,0.964651862,0.880191197,0.642381708,0.417900148,0.326175002,0.139860139,0.10963271,0.058573594,0.096951381,0.383645513,1.010514594,-8.033328953,0.068717991
159_906854,1,0.980147693,0.958123543,0.929368714,0.779430599,0.763888707,0.639895149,0.361573398,0.14377342,0.140190711,0.710625816,1.020657767,-7.505122741,4.15E-19
272_905938,1,0.97191172,0.962927898,0.71489967,0.383650516,0.010746701,0.009440922,0.008498032,0.012314566,0.005661607,0.402769818,1.007404709,-16.19487839,1.43E-18
272_905945,1,0.953447619,0.95274949,0.83937343,0.667633831,0.325738848,0.193609983,0.093028469,0.100060771,0.06347347,0.478588559,1.102542788,-11.94169353,0.07619288
273_909249,1,0.956710011,0.958340186,0.812932826,0.598346247,0.405187608,0.267437031,0.171380244,0.16045336,0.131352385,0.451350691,1.139585153,-9.216991511,0.134368204
135_906763,1,0.950133798,0.759873447,0.274351779,0.088561547,0.009217235,0.059283254,0.038010022,0.01139623,0.010892229,0.277604138,1.029844244,-19.00839573,0.027603156
167_753531,1,0.958125962,0.925443706,0.881411682,0.800039669,0.51623036,0.505944938,0.457284474,0.055010533,0.055814488,0.642058245,0.997939881,-6.17010335,8.12E-18
273_906855,1,0.985892629,0.97588627,0.884375251,0.796242898,0.510599252,0.179316422,0.153130898,0.115428511,0.102597916,0.527834198,1.141200017,-14.10779168,0.102900976
300_906831,1,0.982068404,0.930312751,0.830562878,0.814048687,0.784711429,0.607970429,0.043827423,0.032236329,0.001933946,0.686000406,1.117396423,-27.02134353,0.001670586
133_1240196,1,0.974461508,0.908649476,0.872818102,0.491603271,0.23991321,0.121724631,0.084148965,0.03660933,0.021303253,0.442504477,1.061982399,-13.23832525,0.049124543
133_910688,1,0.975350841,0.948982059,0.841306655,0.615050027,0.27603799,0.058704547,0.026785979,0.031361699,0.013332193,0.476221497,1.02448418,-13.1347845,0.009886765
272_1290809,1,0.963840481,0.932583899,0.941311707,0.896313809,0.774523126,0.442685998,0.234186087,0.067858702,0.02663912,0.656977433,1.044224409,-11.56455903,0.011352084
328_684057,1,0.951489713,0.723090732,0.583497155,0.31790054,0.209035151,0.154525199,0.168559127,0.157494561,0.167632041,0.293994404,1.118500428,-9.815415463,0.15069642
56_1303896,1,0.965037215,0.873978297,0.538672756,0.267684528,0.104350024,0.058978827,0.061131178,0.063283529,0.060923177,0.337560279,1.04782781,-13.48502462,0.058500448
272_906868,1,0.957377942,0.976084738,0.871893261,0.601519469,0.462155443,0.155932977,0.027043875,0.008114379,0.003762701,0.512340775,1.000817859,-10.08203472,1.73E-18
302_924151,1,0.952365514,0.817633978,0.663133729,0.493272984,0.365378088,0.317110048,0.235177654,0.256426827,0.216867944,0.320704583,1.176261406,-7.287783764,0.2219087
274_1503368,1,0.990314781,0.926335025,0.758369064,0.43184606,0.170804205,0.078993811,0.080309754,0.055280132,0.057397213,0.407284059,1.059478294,-13.50432975,0.058066736
268_946373,1,0.960442805,0.661106869,0.296044917,0.032355917,-0.005344176,-0.004205941,-0.005767473,-0.006495744,-0.010358745,0.268183606,0.974816921,-15.45491279,1.13E-27
190_907043,1,0.98506515,0.647881341,0.161014978,0.049265424,0.052492785,0.084725119,0.076389226,0.055942394,0.040427884,0.240677367,1.050607796,-24.32816082,0.059523017
88_1295740,1,0.954485748,0.985240372,0.778594973,0.649921062,0.262848885,0.041041037,0.017310584,0.03011219,0.006615169,0.479006908,1.020826742,-13.05545341,4.45E-12
1012_1327765,1,0.977680203,0.985823317,0.814008136,0.625579501,0.375710156,0.166492674,0.057653822,0.037954534,0.041292934,0.489403654,1.007506482,-9.872439266,0.020664514
1022_905939,1,0.962297975,0.995248332,0.926567949,0.9466602,0.738808762,0.435126513,0.309927768,0.227321792,0.222755973,0.588040628,1.328816076,-14.95791805,0.227741155
1026_687590,1,0.978602065,0.835835372,0.669315444,0.574462032,0.570200237,0.445970071,0.358112155,0.351937112,0.303585117,0.283114152,0.954211391,-3.851126814,0.251444086
170_1331048,1,0.965063102,0.966701839,0.877016343,0.279981772,0.257140667,0.248756466,0.130070835,0.005188961,0.002073724,0.391546913,1.165896718,-29.01265731,0.124297117
152_925345,1,0.952828167,0.938944689,0.745136625,0.675760256,0.474645818,0.232013125,0.138999292,0.102608719,0.053975524,0.512706552,1.016280211,-7.410125805,0.026730671
219_684059,1,0.986533884,0.822217832,0.804988199,0.415768704,0.121737704,0.071362677,0.052520566,0.060500842,0.051706861,0.412577963,1.095564121,-15.68224573,0.049366161
219_905986,1,0.975809758,0.937676566,0.770245325,0.425937849,0.325289982,0.235208534,0.219316933,0.245035256,0.268295315,0.363966978,1.337561131,-16.23008135,0.245908085
133_910566,1,0.950356699,0.938888963,0.949715772,0.805726112,0.643599825,0.272583873,0.067434305,0.035298682,0.011523513,0.595133593,1.038766993,-12.98086849,0.001357474
1014_687794,1,0.959423822,0.848801659,0.799832136,0.625847295,0.511566998,0.36427357,0.365901611,0.286009884,0.283924245,0.392806186,1.295258728,-6.633748471,0.263575541
229_905958,1,0.978434555,0.894771743,0.868954576,0.803593989,0.662196654,0.127957442,0.044900004,0.038521177,0.044271409,0.582409746,1.128114624,-23.25310488,0.033060361
328_906818,1,0.983555927,0.979841964,0.988895579,0.96094679,0.590837533,0.280626444,0.253199999,0.27599395,0.323644671,0.538456649,1.417173884,-35.13762529,0.280793262
274_909779,1,0.987497609,0.807059066,0.160219152,0.03059261,0.023720325,0.019016564,0.018915855,0.016041274,0.014021623,0.270665556,1.020528618,-28.67707202,0.019110496
170_1290725,1,0.976346245,0.720780831,0.601431143,0.183337311,0.00038991,0.014484651,0.016403241,0.010551332,0.000193453,0.340436399,1.004466988,-12.81931662,1.98E-21
1059_724825,1,0.997081546,0.824843747,0.680326828,0.398194996,0.227818403,0.155198898,0.060491746,0.044343297,0.038212523,0.387446308,0.980674043,-8.458170678,0.036080367
276_907286,1,0.965191438,0.98929385,0.687117084,0.569060984,0.43064134,0.230177744,0.09018813,0.034597712,0.011686068,0.48233726,0.948958959,-6.973041266,2.46E-16
170_909263,1,0.991785056,0.842267174,0.915943577,0.972331284,0.987756836,0.475295406,0.05120933,0.012215871,0.011840297,0.665339376,1.07921527,-99.99999993,0.02508356
300_906856,1,0.992510724,0.777676256,0.780556802,0.615733646,0.503268518,0.182874544,0.084376539,0.038185313,0.019853598,0.511124431,1.014797217,-7.579649663,6.13E-24
274_909712,1,0.954412049,0.965807498,0.842078275,0.546411159,0.267449896,0.06937501,0.025581414,0.014461831,0.01029676,0.464003521,1.013973754,-12.47155632,0.007382405
245_905952,1,0.960328088,0.949373869,0.939359407,0.892391752,0.676965506,0.124103193,0.00543441,0.006619195,0.006913229,0.588429935,1.04755392,-24.07867953,0.000956909
87_910780,1,0.996086693,0.98888789,0.989219042,0.941764514,0.363015332,0.082696632,0.051301118,0.038627009,0.03218647,0.531545483,1.053909967,-30.40757429,0.046518212
167_949173,1,0.951165616,0.948733255,0.929806937,0.869754252,0.712042389,0.769239791,0.688546723,0.01079521,0.009929227,0.802778677,1.132212935,-44.80262207,0.000277334
1022_1331036,1,0.970630075,0.775197444,0.581341226,0.223530606,0.112340757,0.074206962,0.100852201,0.081886153,0.085892872,0.325455919,1.076983661,-12.95562465,0.077016263
1058_749715,1,0.987607028,0.826389795,0.841356492,0.620823562,0.305766947,0.255813474,0.166488679,0.126630371,0.158546672,0.442553709,1.197452578,-10.9761677,0.142092001
302_749714,1,0.974547899,0.841385102,0.768358513,0.621883341,0.545959471,0.464734838,0.438045845,0.401785748,0.371356743,0.298513627,1.365158847,-5.707593094,0.364922541
173_907280,1,0.950327835,0.928017651,0.950477802,0.8412703,0.904665275,0.490330261,0.173700764,0.125394853,0.12664306,0.651190949,1.235933471,-26.00621169,0.12865652
235_907050,1,0.962735069,0.943732942,0.895669424,0.556650076,0.336158764,0.144512575,0.031925993,0.025861795,0.007958529,0.481735354,1.008677718,-10.9700552,0.010349532
104_688023,1,0.955231115,0.983024985,0.979627878,0.960286458,0.940142212,0.851915605,0.051390438,-0.005091278,-0.009122931,0.711178926,1.030948563,-43.59081272,5.26E-24
180_713880,1,0.965228342,0.627293076,0.114665962,0.038438444,0.015185141,0.013057281,0.011063599,0.057952407,0.0450199,0.239696691,1.028091332,-25.17941227,0.029018908
1066_909703,1,0.955401259,0.971460177,0.847479342,0.773119438,0.66055548,0.537671281,0.440093317,0.362561564,0.314329301,0.527187689,1.285157322,-5.62483335,0.251207533
136_907287,1,0.999961827,0.957929414,0.964534613,0.922598248,0.852539301,0.782199595,0.243873409,0.100943009,0.059743019,0.716524189,1.123056966,-22.83516664,0.065633829
180_910947,1,0.985015244,0.900797315,0.511133184,0.302399795,0.315266576,0.286494783,0.102800008,0.142235551,0.141119852,0.303897034,1.179074612,-13.78443622,0.184933673
1003_909725,1,0.991770793,0.637709925,0.869858703,0.580936113,0.280756345,0.365725377,0.210738796,0.241059984,0.21871989,0.380249151,1.245966107,-7.682707813,0.202347882
235_907043,1,0.996814618,0.954172302,0.936148197,0.936684629,0.999011586,0.379724426,0.147119642,0.125265255,0.124495035,0.656199306,1.193052843,-100,0.132290615
134_924104,1,0.984438388,0.906998687,0.774452932,0.584282269,0.338655863,0.326875718,0.20227719,0.197056444,0.15590243,0.412150835,1.169167407,-8.713531416,0.172394056
151_910903,1,0.975735201,0.975810451,0.794629624,0.889852011,0.625779709,0.409562657,0.261654752,0.317860773,0.27622691,0.532708672,1.45401324,-13.18719034,0.271069805
275_907272,1,0.956915886,0.851071827,0.74438175,0.53361995,0.330062211,0.229641272,0.138649853,0.085393718,0.088250105,0.430858961,1.036333623,-7.476857003,0.067483753
331_906836,1,0.965550849,0.926863757,0.861138551,0.597416719,0.295570738,0.158529298,0.074653051,0.049900322,0.019831433,0.472554764,1.048788037,-11.48215284,0.038132017
1031_1503369,1,0.957689242,0.848744631,0.964565299,0.949324673,0.503490826,0.14423923,0.115654024,0.0859994,0.046948366,0.549191827,1.165741359,-31.38847454,0.091094353
303_908136,1,0.955758315,0.767073594,0.643466088,0.444947807,0.277845471,0.20621978,0.16548938,0.133427265,0.120756446,0.343784645,1.031856355,-7.100409397,0.113486891
302_910687,1,0.958992851,0.899122293,0.736257906,0.611395989,0.407293834,0.296005899,0.243766246,0.23487444,0.274431397,0.390705803,1.289984568,-8.951851535,0.234209758
273_753531,1,0.963242953,0.94540821,0.896846858,0.681773392,0.554623703,0.38001329,0.133212126,0.029785688,0.008644792,0.575724549,1.004707746,-8.140768327,1.22E-18
200_906832,1,0.979170869,0.921187256,0.619113501,0.245988419,0.038116354,0.020404579,0.102025341,0.019653416,0.012839796,0.359872403,1.033134824,-16.59783164,0.03218605
41_1330947,1,0.979739375,0.990719771,0.979753426,0.980520578,0.85991607,0.153642687,0.064384644,0.064550439,0.062933237,0.603662323,1.083017929,-36.51517806,0.063346214
53_924239,1,0.965704631,0.982231227,0.911210715,0.862583262,0.838537732,0.694857412,0.228122692,0.004848959,0.005848347,0.713165789,1.064844398,-18.17272708,7.72E-21
170_907059,1,0.956157498,0.964256979,0.993126964,0.891306239,0.520244737,0.101158947,0.055203399,0.053282427,0.070095545,0.551434615,1.084395093,-23.34352313,0.053835963
274_1240202,1,0.992886213,0.884192952,0.735643598,0.621903254,0.478713323,0.385126201,0.377711142,0.350131965,0.367606081,0.331147586,1.444833325,-8.270974036,0.349028913
305_910706,1,0.971719817,0.962512537,0.935157342,0.828848606,0.631166792,0.232542586,0.038894437,0.013799455,0.008820903,0.587884016,1.030619028,-14.43158567,1.94E-17
1004_753578,1,0.977700681,0.693579417,0.847228036,0.691393509,0.502650035,0.340779192,0.419418407,0.292181174,0.280182075,0.399007285,1.193081745,-5.06543577,0.229651362
163_1240179,1,0.997141846,0.98525364,0.833020039,0.872850674,0.66486167,0.552517973,0.372778664,0.244290279,0.231054474,0.612116569,1.15057751,-6.748981674,0.142137875
272_909708,1,0.974975317,0.979007475,0.951586988,0.973829586,0.721344882,0.382022592,0.217320616,0.052972219,0.02076142,0.631476666,1.03614239,-12.66810124,0.028481182
133_907277,1,0.959442109,0.94853899,0.600785243,0.351124941,0.109400476,0.050425302,0.036613761,0.035519641,0.030751907,0.373395067,1.016118161,-12.70835886,0.03095399
249_1503367,1,0.997270099,0.806070331,0.274791372,0.134376983,0.13686632,0.186982729,0.152320152,0.150134746,0.122850128,0.261702657,1.164981135,-26.82119977,0.146402376
87_907175,1,0.996504019,0.951223468,0.89449848,0.866202103,0.519645976,0.277258742,0.270012302,0.286546879,0.332040768,0.506239494,1.473841729,-22.1581937,0.285755764
136_907057,1,0.962778324,0.937141566,0.763598008,0.44152909,0.349473941,0.166001901,0.257403032,0.060657557,0.040142635,0.414620928,1.048288051,-8.579269086,0.088283624
328_684062,1,0.967155197,0.90978029,0.960368679,0.693909143,0.416737554,0.26523298,0.308236437,0.284993723,0.275163252,0.451200265,1.452600654,-18.96870532,0.281951907
265_909252,1,0.966956423,0.996467246,0.886223635,0.858726838,0.737676201,0.262495691,0.067919439,0.023670632,0.007105336,0.611005596,1.054481266,-17.23996262,0.009211959
200_688010,1,0.977221309,0.916481421,0.840553716,0.448842765,0.123005613,0.026551371,0.062293033,0.070433102,0.042007717,0.424750174,1.078354752,-18.41597968,0.046478499
9_753531,1,0.960571939,0.996902861,0.865716361,0.988902654,0.924860752,0.982834086,0.735886033,0.030801352,0.00406424,0.803440552,1.048166162,-44.26933206,0.006162999
1006_1298167,1,0.993251436,0.840394586,0.779363528,0.921349814,0.897329695,0.819980036,0.444371586,0.340671793,0.356375294,0.704945322,1.787835019,-29.4367053,0.346606792
346_906839,1,0.967939644,0.382026423,0.219774894,0.101312898,0.054929237,0.030888592,0.017717671,0.014622157,-0.001647004,0.200766091,0.97316988,-17.92106251,0.042685747
1058_949179,1,0.967938951,0.901561986,0.719833765,0.768615782,0.656942229,0.474388971,0.4854081,0.356587077,0.307854002,0.611805524,0.839697458,-2.736805972,0.035485341
1003_1479988,1,0.989340211,0.819567533,0.734610615,0.530608966,0.185568329,0.090415268,0.090887981,0.087434554,0.050106691,0.418459815,1.069779225,-10.80480827,0.053487354
180_687804,1,0.964757614,0.800326138,0.493631148,0.190829266,0.14416019,0.173818957,0.165211313,0.165919699,0.149819742,0.291790849,1.184880933,-16.67652256,0.153198222
1060_907050,1,0.974348006,0.864092163,0.871017676,0.75758308,0.786098061,0.551495638,0.592246215,0.362333756,0.33729977,0.781675893,0.946506197,-3.426424234,1.23E-14
170_910934,1,0.953043982,0.893170853,0.508721959,0.05644922,0.013989314,0.010951314,0.0152223,0.012905344,0.006214051,0.333435697,1.036667686,-23.7445785,0.008014754
200_906869,1,0.97800121,0.879883886,0.655579745,0.494166532,0.397541852,0.064311049,0.048930327,0.063218174,0.028864001,0.436091245,0.950157261,-7.363648788,5.46E-22
53_905958,1,0.999821115,0.984255362,0.989771274,0.984352133,0.988878131,0.91985706,0.372796701,0.06019826,0.04687885,0.753658316,1.053881561,-28.36109253,0.04273402
140_688121,1,0.98957301,0.965711643,0.773188218,0.556629706,0.358690057,0.171977888,0.296053669,0.201931317,0.195439464,0.399219357,1.24451073,-11.98416282,0.208671116
346_906793,1,0.975331612,0.615656933,0.153576654,0.012396491,0.025080173,0.024886743,0.031628733,0.026020744,0.0653313,0.239934748,1.016305584,-22.23287039,0.030482611
140_910931,1,0.965670372,0.969630912,0.971814978,0.986295944,0.88807454,0.586342878,0.30330266,0.208984119,0.165625814,0.65852081,1.240722947,-16.69130193,0.17727957
170_906877,1,0.965049141,0.893603406,0.363845043,0.02899954,0.011937403,0.007391401,0.004361209,0.009245485,0.006672034,0.310620026,1.021198539,-25.59763175,0.006065378
346_905986,1,0.967428342,0.970522595,0.691629721,0.468123004,0.116185164,0.063550181,0.038374655,0.031560436,0.021895386,0.411841324,1.017015861,-12.74125307,0.021991642
182_1240134,1,0.992783674,0.847035206,0.605815507,0.27277074,0.345931501,0.207608969,0.05696728,0.057537364,0.044832214,0.352242949,0.9345779,-7.270635344,0.053165044
159_910703,1,0.983847523,0.925932455,0.813645066,0.599079428,0.428420299,0.314944148,0.242714505,0.161382005,0.115806521,0.459060033,1.0763146,-7.135673283,0.118706314
9_907272,1,0.981678252,0.981939502,0.982290324,0.979390443,0.947443236,0.907811531,0.526173027,0.05634754,0.01927609,0.781727132,1.024220786,-23.99326733,0.001586459
157_910919,1,0.982012196,0.910045028,0.972741831,0.862394572,0.73091902,0.023706121,0.011968641,0.010301748,0.010305901,0.58140146,1.066290111,-43.87867053,0.008363372
252_1330972,1,0.997198977,0.926619666,0.895345792,0.976871347,0.906356807,0.910369998,0.235376639,0.122634209,0.094953812,0.732845635,1.186531188,-42.08660489,0.107884596
200_687985,1,0.998975502,0.999782107,0.711218489,0.305761644,0.875993757,0.036198218,0.033133719,0.02496872,0.014391402,0.485730428,0.942166068,-6.84534817,1.37E-20
83_910700,1,0.995899085,0.716714739,0.620367239,0.659728934,0.532796333,0.474046344,0.946453172,0.323665166,0.365061435,0.001523097,0.8,-3.760330465,0.462396359
135_906813,1,0.959208028,0.905130103,0.690594023,0.436017087,0.18928912,0.087437328,0.039031727,0.048295153,0.05334903,0.4029774,1.034316666,-11.01601036,0.03878188
140_924104,1,0.997781206,0.905621787,0.811443461,0.457121176,0.35698448,0.200572456,0.234361147,0.232224766,0.189557256,0.383585237,1.265624246,-13.15447489,0.213442893
273_1240157,1,0.965481649,0.965257318,0.950233399,0.909585941,0.789421076,0.214069176,0.054903502,0.016429247,0.002073646,0.61175923,1.056764203,-24.35153549,0.016541114
173_1331040,1,0.978006614,0.883889783,0.873178503,0.800514844,0.689032463,0.59503325,0.776229176,0.156719885,0.121705214,0.78110064,1.075927831,-7.039297995,5.32E-34
328_908141,1,0.963032337,0.537432626,0.089508284,0.00802451,0.004521866,0.00620132,0.007071307,0.00464669,0.00514977,0.227951514,0.99343759,-23.72416631,0.005851835
1057_910401,1,0.954732655,0.881219123,0.681233106,0.426287964,0.20862903,0.055074917,0.029857013,0.019311601,0.018137012,0.409591837,0.994678353,-9.926447626,0.006346317
201_909785,1,0.971727157,0.937490253,0.844793558,0.727483721,0.543274655,0.486895718,0.417424427,0.317558505,0.334744761,0.436319155,1.399777044,-7.073346218,0.310922175
346_949090,1,0.950033275,0.854084404,0.815027,0.344394696,0.214391642,0.215487778,0.15568449,0.140096497,0.119303541,0.384994367,1.272785562,-21.90066223,0.161591335
87_909976,1,0.965220538,0.966570773,0.84244154,0.641268314,0.298693262,0.261879211,0.271975743,0.269658176,0.273517429,0.422301499,1.399465455,-18.00119413,0.259805355
136_687568,1,0.958669946,0.868029007,0.536848954,0.718067752,0.23189496,0.215587161,0.127161411,0.071837341,0.103131989,0.419299518,0.985865489,-6.583042789,0.047698329
306_910935,1,0.96184326,0.827490931,0.695534949,0.468698754,0.261520181,0.049478591,0.029312489,0.0147586,0.008232204,0.422799078,0.990441455,-8.938721885,1.75E-20
